"","cage","site","depth","station","week","survivors","avlength","SD","tl","biom","min.do","max.do","mean.do","sd.do","min.temp","max.temp","mean.temp","sd.T","do.dur","temp.dur","mean.sal","sd.sal","ssat"
"26","MD3","M","deep","MD",1,8,54.5,7.549834435,436,2883.74772097083,5.10571815,8.94134604,7.25178638631763,0.736638859548538,15.34,21.93,18.8621465968586,1.33438499734115,0,0,29.9524186736475,0.947621685776282,0
"27","MD3","M","deep","MD",2,7,40.85714286,10.54823711,286,1129.84096768448,5.45,9.49,7.59717079530639,0.633680204313803,14.38,21.4,17.4413298565841,1.42023903200267,0,0,31.0271758800522,0.731677356614568,15
"28","MD3","M","deep","MD",3,5,46.6,14.23516772,233,1406.02160561533,4.34,9.07,7.16019345238095,0.992622018800428,15.98,23.82,18.9744047619048,1.75926517392008,0,0,30.7368566964286,0.833169503054134,615
"29","MD3","M","deep","MD",4,5,55,18.6868938,275,2688.09901846334,2.53,10.91,6.57612173913043,1.04591077916621,19.38,23.81,20.883547826087,0.957661170317438,0,0,30.2373977391304,0.451491320769371,315
"30","MD3","M","deep","MD",5,5,55.8,19.47716612,279,2874.07008315945,4.13,11.16,6.82589308996089,1.11673863277578,19.85,24.06,21.3575619295958,0.943880898143587,0,0,30.1178178617992,0.433867936021658,870
"31","MD3","M","deep","MD",6,5,58.6,15.22629305,293,2888.33987345698,3.77,9.77,6.62794782608696,1.04382519732439,19.68,25.38,21.5768173913043,1.15956188096823,0,0,30.092548173913,0.553209530963719,480
"32","MD3","M","deep","MD",7,3,67,13.95229969,201,2511.85004864677,3.62,11.1,7.30778357235984,1.13778908877664,19.68,24.16,21.5362059973924,0.921268749576207,0,0,30.6906099104237,0.480834109606896,1785
"33","MD3","M","deep","MD",8,3,71.33333333,9.56846673,214,2814.68812608575,2.35,10.54,6.65373913043478,1.23933348732459,19.51,25.31,21.8274086956522,1.52115754507143,0,0,31.3863333913043,0.716669892541964,420
"34","MD3","M","deep","MD",9,2,77.5,10.5,155,2535.27866107239,4.27,11.92,7.32955671447197,1.3783573534617,21.54,24.54,22.6000130378096,0.516354084228804,0,0,29.5367383311604,1.36430491023266,2505
"35","MD3","M","deep","MD",10,2,90,5,180,4044.63744379177,5.28,12.65,8.43563988095238,1.43204777916278,19.87,24.31,22.0215922619048,1.32172131607866,0,0,29.9625596408899,0.468048297611332,4950
"36","MD3","M","deep","MD",11,2,77,8,154,2397.85078149853,5.89,11.02,8.29478827361564,1.03201502517893,19.85,23.4,21.1710586319218,0.940808208216767,0,0,30.9346481636645,0.615810702717019,3450
"37","MD4","M","deep","MD",0,10,47.7,11.34944933,477,2583.84727297038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","MD4","M","deep","MD",1,7,51,11.69859576,357,2279.51043369995,5.10571815,8.94134604,7.25178638631763,0.736638859548538,15.34,21.93,18.8621465968586,1.33438499734115,0,0,29.9524186736475,0.947621685776282,0
"39","MD4","M","deep","MD",2,7,55.71428571,10.3746158,390,2922.87841982546,5.45,9.49,7.59717079530639,0.633680204313803,14.38,21.4,17.4413298565841,1.42023903200267,0,0,31.0271758800522,0.731677356614568,15
"40","MD4","M","deep","MD",3,6,60.16666667,11.56743513,361,3338.9461131261,4.34,9.07,7.16019345238095,0.992622018800428,15.98,23.82,18.9744047619048,1.75926517392008,0,0,30.7368566964286,0.833169503054134,615
"41","MD4","M","deep","MD",4,6,67.16666667,14.7356333,403,5052.16039172144,2.53,10.91,6.57612173913043,1.04591077916621,19.38,23.81,20.883547826087,0.957661170317438,0,0,30.2373977391304,0.451491320769371,315
"42","MD4","M","deep","MD",5,5,73.4,12.07642331,367,5405.40648175542,4.13,11.16,6.82589308996089,1.11673863277578,19.85,24.06,21.3575619295958,0.943880898143587,0,0,30.1178178617992,0.433867936021658,870
"43","MD4","M","deep","MD",6,5,72.2,9.744742172,361,4899.05080855238,3.77,9.77,6.62794782608696,1.04382519732439,19.68,25.38,21.5768173913043,1.15956188096823,0,0,30.092548173913,0.553209530963719,480
"44","MD4","M","deep","MD",7,5,74,14.96662955,370,5768.56024184814,3.62,11.1,7.30778357235984,1.13778908877664,19.68,24.16,21.5362059973924,0.921268749576207,0,0,30.6906099104237,0.480834109606896,1785
"45","MD4","M","deep","MD",8,5,73.8,20.34109142,369,6317.29032514472,2.35,10.54,6.65373913043478,1.23933348732459,19.51,25.31,21.8274086956522,1.52115754507143,0,0,31.3863333913043,0.716669892541964,420
"46","MD4","M","deep","MD",9,3,81.33333333,2.494438258,244,4184.73911254397,4.27,11.92,7.32955671447197,1.3783573534617,21.54,24.54,22.6000130378096,0.516354084228804,0,0,29.5367383311604,1.36430491023266,2505
"47","MD4","M","deep","MD",10,2,86.5,2.5,173,3474.61166289172,5.28,12.65,8.43563988095238,1.43204777916278,19.87,24.31,22.0215922619048,1.32172131607866,0,0,29.9625596408899,0.468048297611332,4950
"48","MD4","M","deep","MD",11,2,84,2,168,3125.24455828531,5.89,11.02,8.29478827361564,1.03201502517893,19.85,23.4,21.1710586319218,0.940808208216767,0,0,30.9346481636645,0.615810702717019,3450
"49","MS1","M","shallow","MS",0,10,49.9,7.608547825,499,2693.45501513806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","MS1","M","shallow","MS",1,7,50.71428571,7.994896331,355,1999.21523965404,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815
"51","MS1","M","shallow","MS",2,7,51,7.521398046,357,2026.24478553341,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330
"52","MS1","M","shallow","MS",3,7,54.85714286,5.767608354,384,2508.72853330729,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775
"53","MS1","M","shallow","MS",4,7,57.85714286,5.329930887,405,2992.85817791841,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070
"54","MS1","M","shallow","MS",5,7,59.85714286,7.845445839,419,3520.87403128306,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795
"55","MS1","M","shallow","MS",6,7,60.42857143,8.033094811,423,3663.07813801082,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930
"56","MS1","M","shallow","MS",7,7,61.14285714,6.446008099,428,3691.57039434775,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060
"57","MS1","M","shallow","MS",8,7,60.57142857,3.886134431,424,3456.75997522416,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315
"58","MS1","M","shallow","MS",9,7,61.71428571,4.890640791,432,3735.43797165519,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940
"59","MS1","M","shallow","MS",10,7,56.57142857,6.34388666,396,2815.10205685254,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560
"60","MS1","M","shallow","MS",11,5,61.2,4.955804677,306,2595.31468421956,1.89,12.75,6.3792345276873,1.99195352818458,19.84,23.76,21.652345276873,1.05703857209937,30,0,29.5927397394137,0.651905940120232,1410
"61","MS2","M","shallow","MS",0,10,45.9,8.166394553,459,2053.14571003839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","MS2","M","shallow","MS",1,7,45.71428571,6.157789161,320,1336.24074939352,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815
"63","MS2","M","shallow","MS",2,5,46.4,3.555277767,232,960.651954087347,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330
"64","MS2","M","shallow","MS",3,5,52.2,9.23904757,261,1625.92762744103,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775
"65","MS2","M","shallow","MS",4,5,56,5.403702434,280,1912.21780695358,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070
"66","MS2","M","shallow","MS",5,5,59,6.449806199,295,2331.11141605659,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795
"67","MS2","M","shallow","MS",6,5,58.2,9.019977827,291,2346.7767377865,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930
"68","MS2","M","shallow","MS",7,5,62,7.456540753,310,2805.13682292821,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060
"69","MS2","M","shallow","MS",8,5,63.6,5.678027827,318,2995.81662012937,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315
"70","MS2","M","shallow","MS",9,4,59.5,7.262919523,238,1939.50128257414,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940
"71","MS2","M","shallow","MS",10,3,64.33333333,9.877021593,193,2008.23613493832,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560
"72","MS2","M","shallow","MS",11,3,64,8.831760866,192,1930.76106793313,1.89,12.75,6.3792345276873,1.99195352818458,19.84,23.76,21.652345276873,1.05703857209937,30,0,29.5927397394137,0.651905940120232,1410
"73","MS3","M","shallow","MS",0,10,41.9,5.855766389,419,1416.10620919175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","MS3","M","shallow","MS",1,7,39.57142857,5.551245494,277,809.163014889687,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815
"75","MS3","M","shallow","MS",2,7,43,7.171371656,301,1119.91039966814,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330
"76","MS3","M","shallow","MS",3,7,45,7.309485032,315,1307.66165144205,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775
"77","MS3","M","shallow","MS",4,7,45.85714286,9.326284997,321,1486.49070478267,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070
"78","MS3","M","shallow","MS",5,7,49.28571429,8.361720358,345,1830.5680824426,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795
"79","MS3","M","shallow","MS",6,5,55.2,4.833218389,276,1801.30202207742,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930
"80","MS3","M","shallow","MS",7,4,60.75,1.089724736,243,1962.47599449526,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060
"81","MS3","M","shallow","MS",8,4,60,3.674234614,240,1906.63061219008,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315
"82","MS4","M","shallow","MS",0,10,41.5,7.513321503,415,1441.12731723556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","MS4","M","shallow","MS",1,8,44.75,6.456585785,358,1441.86173431731,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815
"84","MS4","M","shallow","MS",2,8,44.125,7.639330795,353,1416.0510182527,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330
"85","MS4","M","shallow","MS",3,8,45.375,6.981001003,363,1533.84027866558,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775
"86","MS4","M","shallow","MS",4,8,51.75,6.923691212,414,2386.48125571461,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070
"87","MS4","M","shallow","MS",5,8,56,5.590169944,448,3062.09952825948,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795
"88","MS4","M","shallow","MS",6,8,53,5.244044241,424,2514.17739441183,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930
"89","MS4","M","shallow","MS",7,6,60.33333333,3.726779962,362,2919.32561742022,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060
"90","MS4","M","shallow","MS",8,6,55.83333333,6.202598022,335,2296.74989151514,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315
"91","MS4","M","shallow","MS",9,6,55.83333333,3.624760528,335,2215.49912478454,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940
"92","MS4","M","shallow","MS",10,6,52.5,2.217355783,315,1759.79792465899,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560
"93","MS4","M","shallow","MS",11,5,58,2.607680962,290,2095.26945719419,1.89,12.75,6.3792345276873,1.99195352818458,19.84,23.76,21.652345276873,1.05703857209937,30,0,29.5927397394137,0.651905940120232,1410
"94","ND1","N","deep","ND",0,10,50.2,9.075241044,502,2846.47822365617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","ND1","N","deep","ND",1,4,50.25,9.83298022,201,1168.16607542375,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990
"96","ND1","N","deep","ND",2,4,54,13.03840481,216,1632.69706441584,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405
"97","ND1","N","deep","ND",3,4,60.25,11.40997371,241,2213.31429899687,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555
"98","ND1","N","deep","ND",4,4,67.5,18.22772613,270,3805.86637951215,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45
"99","ND1","N","deep","ND",5,4,74.5,15.66045976,298,4858.81455184889,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795
"100","ND1","N","deep","ND",6,4,77,14.2126704,308,5250.89683518699,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360
"101","ND1","N","deep","ND",7,4,80.75,16.85786167,323,6445.25041456764,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375
"102","ND1","N","deep","ND",8,3,96.66666667,7.586537784,290,7944.24236540202,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465
"103","ND1","N","deep","ND",9,3,96.33333333,7.039570694,289,7811.37218692447,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910
"104","ND1","N","deep","ND",10,3,95,3.741657387,285,7308.46253004089,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785
"105","ND1","N","deep","ND",11,3,97.33333333,4.921607687,292,8005.67805264092,3.06,11.95,7.06326941326899,1.19530681288741,19.68,23.4,21.0306188925081,0.926799087970551,0,0,32.4317353420195,0.648507119657492,990
"106","ND2","N","deep","ND",0,10,44.8,7.547184906,448,1852.72145483108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","ND2","N","deep","ND",1,10,47.9,9.710303806,479,2468.75690733766,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990
"108","ND2","N","deep","ND",2,10,47.1,9.741149829,471,2354.10684308001,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405
"109","ND2","N","deep","ND",3,10,48.9,12.33247745,489,2923.89858447511,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555
"110","ND2","N","deep","ND",4,10,52.6,12.18359553,526,3629.67151715753,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45
"111","ND2","N","deep","ND",5,10,55.8,14.90503271,558,4749.23389582802,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795
"112","ND2","N","deep","ND",6,10,60.8,12.82809417,608,5857.51059210757,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360
"113","ND2","N","deep","ND",7,10,61.9,12.71573828,619,6146.85137414911,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375
"114","ND2","N","deep","ND",8,9,66.44444444,15.16656492,598,7321.22313083707,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465
"115","ND2","N","deep","ND",9,9,64,16.02081979,576,6650.06039134245,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910
"116","ND2","N","deep","ND",10,8,75.125,14.03956463,601,9487.22222841424,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785
"117","ND2","N","deep","ND",11,8,78,12.64911064,624,10649.877633977,3.06,11.95,7.06326941326899,1.19530681288741,19.68,23.4,21.0306188925081,0.926799087970551,0,0,32.4317353420195,0.648507119657492,990
"118","ND3","N","deep","ND",0,10,45,6.244997998,450,1828.49670021062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","ND3","N","deep","ND",1,9,46.44444444,8.381343185,418,1931.08370777026,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990
"120","ND3","N","deep","ND",2,9,49.55555556,10.58417174,446,2552.76757102441,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405
"121","ND3","N","deep","ND",3,9,57,11.26449683,513,4103.48807918452,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555
"122","ND3","N","deep","ND",4,9,56,14.07124728,504,4217.17317037261,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45
"123","ND3","N","deep","ND",5,8,65.875,11.49388424,527,5915.59038730194,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795
"124","ND3","N","deep","ND",6,8,72.75,14.81342297,582,8830.25777509136,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360
"125","ND3","N","deep","ND",7,8,73.125,11.53730363,585,8447.94937999514,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375
"126","ND3","N","deep","ND",8,8,73.375,10.49925593,587,8426.95689648725,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465
"127","ND3","N","deep","ND",9,7,65.14285714,10.58878883,456,4960.0406955757,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910
"128","ND3","N","deep","ND",10,4,77.75,5.356071321,311,4835.23773396102,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785
"129","ND3","N","deep","ND",11,3,77.33333333,8.37987006,232,3663.20650987729,3.06,11.95,7.06326941326899,1.19530681288741,19.68,23.4,21.0306188925081,0.926799087970551,0,0,32.4317353420195,0.648507119657492,990
